season,team_id,team_name,player_id,Name,POS,G,GO,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,PA,TB,RBI,LOB,sacBunts,SF,BABIP,GO/FO,AB/HR,team,1B,pRunMult,pRunMinDen,pRunPlusDen,wOBA
2021,673.0,Aguilas de Mexicali,665870,Kevin Zamudio,C,2,1,0,0,0,0,2,0,0,0,0,0.0,3,0.0,0.0,0.0,0,0,,0,14,3,0,0,1,0,0,0.0,1.0,,MXC,0,0.0,3,0,0.0
2021,674.0,Charros de Jalisco,645848,Dariel Álvarez,RF,35,37,21,7,0,6,19,6,0,49,1,0.343,143,0.368,0.517,0.885,0,1,100.0,8,517,152,74,27,56,0,2,0.358,0.93,23.83,JAL,36,32.09769741574899,96,56,0.408
2021,674.0,Charros de Jalisco,570799,Christian Villanueva,DH,27,17,17,6,2,4,18,17,1,32,1,0.34,94,0.439,0.574,1.013,1,0,0.0,3,452,114,54,15,44,0,2,0.378,0.59,23.5,JAL,20,26.32192767417409,64,49,0.455
2021,674.0,Charros de Jalisco,676140,Julian Ornelas,LF,42,46,24,6,1,7,27,15,0,47,2,0.305,154,0.37,0.494,0.864,2,4,66.7,2,611,174,76,34,69,1,2,0.328,1.24,22.0,JAL,33,35.41477505395385,109,64,0.397
2021,674.0,Charros de Jalisco,668992,Missael Rivera,SS,45,21,24,11,0,5,35,16,1,39,2,0.302,129,0.385,0.504,0.889,3,1,25.0,0,602,149,65,16,61,1,1,0.378,0.58,25.8,JAL,23,30.82585136406397,91,56,0.404
2021,674.0,Charros de Jalisco,515189,Japhet Amador,DH,63,70,26,9,0,6,45,26,1,71,0,0.296,240,0.361,0.408,0.769,0,2,100.0,10,978,269,98,36,116,0,3,0.339,1.23,40.0,JAL,56,48.00885534834818,172,96,0.36
2021,674.0,Charros de Jalisco,691858,Jared Serna,X,37,9,15,5,1,1,7,3,0,9,0,0.29,31,0.353,0.613,0.966,0,0,,0,130,35,19,2,12,1,0,0.348,1.29,31.0,JAL,2,7.989693431464778,22,12,0.422
2021,674.0,Charros de Jalisco,547375,Sergio Perez,RF,37,25,9,3,0,1,15,11,0,19,2,0.279,68,0.395,0.368,0.763,0,1,100.0,2,335,82,25,7,38,1,0,0.346,2.5,68.0,JAL,15,14.382772397764375,49,32,0.367
2021,674.0,Charros de Jalisco,473242,Agustin Murillo,3B,65,66,30,12,1,6,26,23,0,63,2,0.279,226,0.345,0.42,0.765,2,4,66.7,3,986,256,95,36,103,1,4,0.288,0.87,37.67,JAL,44,45.90362376182834,167,88,0.356
2021,674.0,Charros de Jalisco,591572,Jose Aguilar,CF,40,46,19,7,0,0,29,16,0,41,3,0.277,148,0.351,0.324,0.675,1,2,66.7,5,676,176,48,16,52,5,4,0.333,1.12,,JAL,34,26.419236898898788,111,60,0.316
2021,674.0,Charros de Jalisco,696030,Alejandro Osuna,CF,35,19,18,5,0,1,18,15,1,18,2,0.273,66,0.417,0.394,0.811,2,2,50.0,2,325,86,26,6,26,2,1,0.354,1.36,66.0,JAL,12,15.424080294394335,49,34,0.374
2021,674.0,Charros de Jalisco,497575,Manny Rodriguez,2B,65,86,35,12,0,4,32,28,0,66,9,0.27,244,0.364,0.369,0.733,1,2,66.7,11,1107,283,90,27,122,0,2,0.295,1.39,61.0,JAL,50,48.55224088318301,180,103,0.353
2021,674.0,Charros de Jalisco,469117,Amadeo Zazueta,SS,42,63,23,10,0,1,19,6,1,45,2,0.268,168,0.298,0.345,0.643,0,1,100.0,8,628,182,58,12,70,4,2,0.293,1.34,168.0,JAL,34,26.47585136406397,125,52,0.291
2021,674.0,Charros de Jalisco,591977,Felix Perez,1B,56,43,29,5,0,11,48,25,4,52,3,0.259,201,0.346,0.448,0.794,2,0,0.0,6,908,231,90,46,102,0,2,0.285,0.72,18.27,JAL,36,42.710006640473686,151,76,0.359
2021,674.0,Charros de Jalisco,622700,Santiago Chávez,C,38,34,9,2,0,0,23,5,0,27,3,0.25,108,0.302,0.269,0.571,0,1,100.0,3,416,120,29,7,50,4,0,0.318,1.21,,JAL,25,15.295388191024294,81,35,0.269
2021,674.0,Charros de Jalisco,672361,Agustin Ruiz,LF,30,20,5,2,1,2,13,7,0,17,1,0.246,69,0.325,0.391,0.716,0,0,,0,329,79,27,7,29,2,0,0.278,0.95,34.5,JAL,12,13.177540811244533,52,25,0.331
2021,674.0,Charros de Jalisco,645311,Rigoberto Terrazas,3B,15,8,3,3,0,0,6,4,0,7,0,0.226,31,0.314,0.323,0.637,0,0,,1,146,35,10,0,13,0,0,0.28,0.8,,JAL,4,5.264693431464778,24,11,0.308
2021,674.0,Charros de Jalisco,679589,Fernando Villegas,LF,22,16,3,2,0,0,5,1,0,7,1,0.212,33,0.257,0.273,0.53,0,0,,0,128,38,9,1,11,3,0,0.25,2.0,,JAL,5,4.3933855348348185,26,9,0.235
2021,674.0,Charros de Jalisco,683110,Miguel Ojeda Jr.,C,2,0,1,0,1,0,3,0,0,1,0,0.2,5,0.2,0.6,0.8,0,0,,0,22,5,3,0,2,0,0,0.5,0.0,,JAL,0,1.0231539483149799,4,1,0.343
2021,674.0,Charros de Jalisco,603877,Fernando Flores,C,41,35,7,3,0,2,20,13,1,19,1,0.168,113,0.256,0.248,0.504,0,1,100.0,1,475,130,28,10,57,1,2,0.183,0.83,56.5,JAL,14,15.304618449449396,96,32,0.241
2021,674.0,Charros de Jalisco,496062,Enrique Osorio,LF,18,9,0,0,0,0,4,0,0,2,0,0.1,20,0.095,0.1,0.195,0,0,,0,64,22,2,1,8,1,1,0.118,1.29,,JAL,2,0.9063078966299596,19,2,0.086
2021,674.0,Charros de Jalisco,696110,Juan Raul Camacho,C,2,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0.0,0.0,,JAL,0,0.0,1,0,0.0
2021,674.0,Charros de Jalisco,653414,Luis Medina,X,8,2,0,0,0,0,2,1,0,0,0,0.0,6,0.143,0.0,0.143,0,0,,0,29,7,0,0,5,0,0,0.0,1.0,,JAL,0,0.2981539483149798,6,1,0.105
2021,675.0,Caneros de los Mochis,466089,Saul Soto,DH,4,1,1,0,0,1,3,3,0,4,0,0.444,9,0.583,0.778,1.361,0,1,100.0,0,58,12,7,1,2,0,0,0.6,1.0,9.0,MOC,3,3.653923689889879,5,7,0.605
2021,675.0,Caneros de los Mochis,678767,Jose Zepeda,3B,20,11,6,0,0,1,7,4,0,11,1,0.324,34,0.41,0.412,0.822,1,2,66.7,1,161,39,14,4,19,0,0,0.385,2.2,34.0,MOC,10,7.447309224724696,23,16,0.394
2021,675.0,Caneros de los Mochis,675970,Alex Robles,RF,15,22,3,3,0,1,9,5,0,16,2,0.308,52,0.371,0.423,0.794,2,0,0.0,4,229,62,22,10,23,0,3,0.333,2.75,52.0,MOC,12,11.234386862929556,39,23,0.368
2021,675.0,Caneros de los Mochis,688040,Luis Rodriguez,2B,13,6,0,0,0,0,1,0,0,4,0,0.308,13,0.308,0.308,0.616,3,0,0.0,0,60,13,4,0,5,0,0,0.333,3.0,,MOC,4,1.8126157932599192,9,4,0.291
2021,675.0,Caneros de los Mochis,660842,Juan Uriarte,C,40,32,17,4,1,1,23,6,0,33,3,0.3,110,0.35,0.382,0.732,1,1,50.0,2,448,123,42,6,50,3,1,0.368,1.23,110.0,MOC,27,20.42931188091417,78,42,0.338
2021,675.0,Caneros de los Mochis,677977,Edgar Robles,CF,67,74,36,5,2,2,39,20,0,70,6,0.29,241,0.36,0.353,0.713,4,4,50.0,4,994,274,85,22,91,7,0,0.34,1.14,120.5,MOC,61,44.1564711416081,171,96,0.334
2021,675.0,Caneros de los Mochis,665455,Isaac Rodriguez,2B,66,83,35,15,1,1,31,18,1,76,4,0.289,263,0.343,0.365,0.708,6,14,70.0,6,1103,291,96,18,95,5,1,0.323,1.05,263.0,MOC,59,46.81777903823806,188,97,0.328
2021,675.0,Caneros de los Mochis,682761,Josuan Hernandez,3B,43,51,19,9,2,3,21,15,2,46,1,0.279,165,0.339,0.412,0.751,2,4,66.7,4,690,184,68,18,74,1,2,0.301,1.02,55.0,MOC,32,31.72477505395385,121,60,0.341
2021,675.0,Caneros de los Mochis,685694,Keven Lamas,3B,10,7,6,1,0,3,4,5,0,7,3,0.269,26,0.429,0.654,1.083,1,1,50.0,0,138,35,17,5,12,0,1,0.2,0.78,8.67,MOC,3,8.772847379779757,20,15,0.481
2021,675.0,Caneros de los Mochis,606019,Esteban Quiroz,2B,32,32,9,5,0,2,14,26,0,26,1,0.265,98,0.414,0.378,0.792,1,4,80.0,6,544,128,37,16,54,0,3,0.282,1.1,49.0,MOC,19,23.250851364063973,75,53,0.383
2021,675.0,Caneros de los Mochis,641104,Carlos Mendivil,DH,16,16,3,2,0,0,9,4,0,15,0,0.263,57,0.311,0.298,0.609,0,0,,1,229,61,17,2,23,0,0,0.313,0.94,,MOC,13,8.589925017984616,42,19,0.294
2021,675.0,Caneros de los Mochis,654959,Andres Ayon,X,10,7,5,4,0,0,7,1,0,7,0,0.259,27,0.286,0.407,0.693,0,0,,2,114,28,11,3,12,0,0,0.35,1.17,,MOC,3,4.670231586519838,20,8,0.32
2021,675.0,Caneros de los Mochis,701033,Jorge Rivera,SS,44,38,16,1,0,0,29,9,0,31,1,0.252,123,0.306,0.26,0.566,2,0,0.0,6,457,140,32,11,54,6,1,0.326,1.19,,MOC,30,17.354311880914175,93,41,0.265
2021,675.0,Caneros de los Mochis,654118,Eric Meza,1B,31,34,6,1,0,1,23,8,0,26,0,0.248,105,0.298,0.286,0.584,0,0,,5,417,114,30,13,52,0,1,0.305,1.48,105.0,MOC,24,15.414080294394333,80,34,0.282
2021,675.0,Caneros de los Mochis,681909,Justin Dean,CF,9,7,6,1,0,0,10,4,0,8,2,0.242,33,0.359,0.273,0.632,2,6,75.0,0,163,39,9,2,17,0,0,0.348,0.88,,MOC,7,5.764155276409717,25,14,0.319
2021,675.0,Caneros de los Mochis,653248,Amilcar Gomez,LF,37,25,7,3,0,0,12,8,0,15,0,0.238,63,0.324,0.286,0.61,2,0,0.0,4,298,76,18,1,35,5,0,0.294,1.56,,MOC,12,10.082540811244534,48,23,0.28
2021,675.0,Caneros de los Mochis,664670,Alejo Lopez,SS,35,33,14,2,1,2,18,22,0,28,1,0.235,119,0.357,0.319,0.676,0,2,100.0,1,537,143,38,19,57,0,1,0.26,0.8,59.5,MOC,23,22.63454346743401,92,51,0.332
2021,675.0,Caneros de los Mochis,660518,Juan Camacho,DH,58,58,20,1,0,6,43,8,0,47,2,0.234,201,0.266,0.328,0.594,1,0,0.0,7,697,215,66,25,105,1,3,0.265,1.02,33.5,MOC,40,30.31085136406397,157,57,0.279
2021,675.0,Caneros de los Mochis,573627,Kennys Vargas,1B,15,15,3,2,0,1,19,6,1,12,0,0.214,56,0.286,0.304,0.59,0,0,,1,247,63,17,8,25,0,1,0.297,1.36,56.0,MOC,9,8.475463173039676,45,17,0.271
2021,675.0,Caneros de los Mochis,573106,Tillman Pugh,DH,13,9,3,1,0,1,19,6,0,10,1,0.208,48,0.309,0.292,0.601,0,0,,1,213,55,14,4,28,0,0,0.321,0.9,48.0,MOC,8,7.890463173039677,38,17,0.297
2021,675.0,Caneros de los Mochis,510612,Francisco Cordoba,C,36,30,7,5,0,3,19,11,1,22,4,0.206,107,0.303,0.336,0.639,0,1,100.0,4,517,123,36,14,55,1,0,0.224,0.81,35.67,MOC,14,18.584080294394333,85,36,0.301
2021,675.0,Caneros de los Mochis,666558,Eddy Martinez,LF,26,16,9,3,0,4,34,14,0,17,1,0.198,86,0.314,0.372,0.686,1,2,66.7,2,444,103,32,11,53,1,1,0.265,0.76,21.5,MOC,10,16.888310552819433,70,32,0.325
2021,675.0,Caneros de los Mochis,692281,Fausto Osorio,RF,25,9,5,0,0,2,22,7,0,10,1,0.189,53,0.295,0.302,0.597,0,0,,2,272,62,16,6,31,1,0,0.276,0.69,26.5,MOC,8,8.835463173039678,43,18,0.289
2021,675.0,Caneros de los Mochis,701010,Roque Salinas,LF,28,25,4,2,0,0,11,1,0,13,1,0.188,69,0.211,0.217,0.428,0,1,100.0,2,228,72,15,1,27,1,0,0.224,1.19,,MOC,11,7.112309224724697,56,15,0.203
2021,675.0,Caneros de los Mochis,538174,Eliezer Ortiz,RF,9,13,0,0,0,0,9,0,0,5,2,0.167,30,0.219,0.167,0.386,1,0,0.0,2,111,32,5,1,8,0,0,0.238,4.33,,MOC,5,2.9120776382048588,25,7,0.196
2021,675.0,Caneros de los Mochis,676020,Javier Sanchez,SS,5,0,1,0,0,0,5,0,0,1,0,0.143,7,0.143,0.143,0.286,0,0,,0,30,7,1,0,3,0,0,0.5,0.0,,MOC,1,0.4531539483149798,6,1,0.135
2021,675.0,Caneros de los Mochis,624933,Jose Luna,X,20,8,0,2,0,0,10,5,0,3,0,0.107,28,0.242,0.179,0.421,0,0,,0,140,34,5,2,22,1,0,0.167,1.0,,MOC,1,3.4502315865198385,25,8,0.215
2021,675.0,Caneros de los Mochis,701746,Roberto Mendez,X,8,2,1,0,0,0,4,0,0,1,0,0.091,11,0.091,0.091,0.182,0,0,,0,36,11,1,0,6,0,0,0.143,0.5,,MOC,1,0.4531539483149798,10,1,0.086
2021,675.0,Caneros de los Mochis,672590,Hector Guerrero,2B,5,3,0,0,0,0,3,1,0,0,0,0.0,6,0.143,0.0,0.143,0,0,,1,28,7,0,0,6,0,0,0.0,3.0,,MOC,0,0.2981539483149798,6,1,0.105
2021,675.0,Caneros de los Mochis,673551,Rafael Vinales,LF,2,3,1,0,0,0,4,0,0,0,0,0.0,8,0.0,0.0,0.0,0,0,,1,40,8,0,0,4,0,0,0.0,3.0,,MOC,0,0.0,8,0,0.0
2021,676.0,Mayos de Navojoa,672359,Tirso Ornelas,LF,60,59,36,16,2,2,30,15,2,77,2,0.353,218,0.397,0.472,0.869,2,0,0.0,3,890,238,103,35,76,1,2,0.399,1.07,109.0,NAV,57,47.24885534834818,143,92,0.397
2021,676.0,Mayos de Navojoa,573106,Tillman Pugh,DH,10,3,3,2,0,1,13,1,0,13,2,0.351,37,0.4,0.486,0.886,0,0,,1,163,40,18,5,15,0,0,0.522,0.38,37.0,NAV,10,8.382309224724697,24,16,0.416
2021,676.0,Mayos de Navojoa,681909,Justin Dean,RF,36,34,22,9,1,6,30,13,1,46,2,0.322,143,0.386,0.524,0.91,7,10,58.8,0,572,159,75,23,64,1,0,0.374,1.0,23.83,NAV,30,34.020313209008904,97,60,0.414
2021,676.0,Mayos de Navojoa,653001,Samar Leyva,3B,48,41,19,10,4,5,17,5,0,52,6,0.315,165,0.354,0.515,0.869,4,3,42.9,4,570,184,85,17,63,5,2,0.324,0.66,33.0,NAV,33,37.007929002268824,115,63,0.385
2021,676.0,Mayos de Navojoa,661270,Roel Santos,CF,52,64,32,6,3,0,28,11,1,62,2,0.302,205,0.344,0.361,0.705,8,14,63.6,2,753,220,74,14,63,2,0,0.35,1.21,,NAV,53,35.23339217530851,143,74,0.328
2021,676.0,Mayos de Navojoa,661313,Asael Sanchez,DH,49,31,19,7,1,4,47,18,1,41,0,0.285,144,0.362,0.431,0.793,1,0,0.0,2,702,163,62,21,55,0,1,0.394,1.19,36.0,NAV,29,30.105313209008912,104,58,0.368
2021,676.0,Mayos de Navojoa,692979,Maikel Serrano,1B,63,61,26,8,0,9,48,12,1,66,9,0.281,235,0.34,0.43,0.77,2,3,60.0,5,916,256,101,34,116,0,0,0.32,1.02,26.11,NAV,49,47.017854020253445,169,86,0.36
2021,676.0,Mayos de Navojoa,592312,Jorge Flores,SS,64,65,35,11,0,4,41,29,0,60,5,0.264,227,0.356,0.366,0.722,7,9,56.3,6,1049,273,83,26,85,9,3,0.303,0.89,56.75,NAV,45,44.538855348348186,170,94,0.335
2021,676.0,Mayos de Navojoa,657674,Kyle Martin,1B,53,25,33,5,0,17,58,31,6,47,8,0.261,180,0.387,0.572,0.959,0,0,,3,905,222,103,43,81,0,3,0.278,0.47,10.59,NAV,25,48.93369874384373,136,80,0.418
2021,676.0,Mayos de Navojoa,611319,Jesus Arredondo,2B,54,32,20,8,0,6,38,14,2,38,0,0.26,146,0.323,0.438,0.761,2,5,71.4,1,602,162,64,26,72,1,1,0.311,0.8,24.33,NAV,24,28.878773725859112,109,50,0.343
2021,676.0,Mayos de Navojoa,587275,Alan Espinoza,C,47,45,15,7,0,7,38,8,0,41,2,0.25,164,0.293,0.421,0.714,1,2,66.7,4,622,177,69,21,86,3,0,0.286,1.05,23.43,NAV,27,30.338773725859106,123,51,0.327
2021,676.0,Mayos de Navojoa,678706,Reivaj Garcia,2B,19,7,3,1,0,1,7,0,0,6,2,0.231,26,0.286,0.385,0.671,0,1,100.0,0,104,29,10,4,11,1,0,0.278,1.0,26.0,NAV,4,4.612077638204859,20,8,0.307
2021,676.0,Mayos de Navojoa,499864,Luis Jimenez,3B,5,6,3,1,0,0,4,0,0,5,0,0.227,22,0.227,0.273,0.5,0,0,,0,72,22,6,2,10,0,0,0.278,0.86,,NAV,4,2.565769741574899,17,5,0.233
2021,676.0,Mayos de Navojoa,655212,Manuel Orduno,2B,9,9,2,0,0,0,4,4,0,4,1,0.222,18,0.391,0.222,0.613,1,0,0.0,1,88,26,4,1,9,3,0,0.286,2.25,,NAV,4,3.328385534834818,14,9,0.288
2021,676.0,Mayos de Navojoa,596671,Omar Renteria,C,29,23,11,3,0,0,23,9,0,17,0,0.205,83,0.28,0.241,0.521,3,2,40.0,2,387,95,20,4,31,2,1,0.279,1.0,,NAV,14,11.287002656189475,67,26,0.251
2021,676.0,Mayos de Navojoa,668410,Omar Meza,2B,56,37,18,4,1,0,35,7,0,25,1,0.191,131,0.231,0.237,0.468,2,0,0.0,1,549,149,31,10,73,6,4,0.25,0.84,,NAV,20,15.509080294394332,110,33,0.214
2021,676.0,Mayos de Navojoa,800096,Aldo Nunez,LF,7,0,1,0,0,0,3,2,0,1,0,0.167,6,0.375,0.167,0.542,0,0,,0,38,8,1,0,6,0,0,0.333,0.0,,NAV,1,1.0494618449449393,5,3,0.302
2021,676.0,Mayos de Navojoa,674840,Jorge Sesma,X,28,4,5,0,0,0,11,0,0,4,0,0.167,24,0.167,0.167,0.334,2,0,0.0,0,95,24,4,2,8,0,0,0.308,0.8,,NAV,4,1.8126157932599192,20,4,0.157
2021,676.0,Mayos de Navojoa,607372,Juan Perez,RF,16,9,2,2,1,1,16,2,2,9,1,0.161,56,0.203,0.286,0.489,0,1,100.0,1,211,59,16,2,31,0,0,0.205,0.41,56.0,NAV,5,6.5183855348348185,47,10,0.206
2021,676.0,Mayos de Navojoa,668165,Jose Gaitan,X,18,5,1,0,0,0,8,1,0,2,0,0.105,19,0.15,0.105,0.255,1,0,0.0,0,84,21,2,0,13,1,0,0.182,1.0,,NAV,2,1.2044618449449394,17,3,0.125
2021,676.0,Mayos de Navojoa,605011,Moises Gutierrez,2B,10,10,1,1,0,0,10,1,0,2,0,0.069,29,0.097,0.103,0.2,1,0,0.0,0,118,31,3,1,16,0,1,0.1,1.25,,NAV,1,1.5044618449449394,28,3,0.098
2021,676.0,Mayos de Navojoa,661312,Alfredo Meza,C,1,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,,0,3,1,0,0,0,0,0,,,,NAV,0,0.0,1,0,0.0
2021,677.0,Naranjeros de Hermosillo,471679,Carlos Alberto Gastelum,2B,2,2,0,0,0,0,1,1,0,3,0,0.375,8,0.4,0.375,0.775,0,0,,0,32,10,3,3,5,0,1,0.375,0.67,,HER,3,1.6576157932599191,6,4,0.357
2021,677.0,Naranjeros de Hermosillo,628329,Rusney Castillo,RF,13,18,6,0,0,0,6,7,1,17,0,0.327,52,0.4,0.327,0.727,2,3,60.0,5,182,60,17,4,24,0,1,0.362,1.5,,HER,17,9.492540811244535,36,23,0.341
2021,677.0,Naranjeros de Hermosillo,662962,Jasson Atondo,SS,58,62,18,10,0,0,16,19,1,63,1,0.312,202,0.371,0.361,0.732,3,5,62.5,1,792,230,73,18,74,6,2,0.335,0.9,,HER,53,37.23862376182834,141,82,0.337
