season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,wOBA
2022,673.0,Aguilas de Mexicali,554333,Raul Navarro,5,3B,61,12.0,30.0,1.0,0,0.222,2.0,1.0,0.0,10.0,277,4.541,11.5,11.5,0.0,1.0,0.038,2.0,0.0,5,126,21,46,4,4,23,0,1,5,4,MXC,0,7,7,52,10,0.0,7.6,16.7,10.9,58.7,19.6,10.9,0.0,0.253
2022,673.0,Aguilas de Mexicali,650995,Norberto Obeso,9,RF,116,22.0,34.0,2.0,0,0.239,2.0,4.0,1.0,9.0,461,3.974,12.9,19.8,0.009,0.652,0.042,2.0,0.0,10,189,29,74,2,7,37,1,0,9,8,MXC,1,23,15,95,18,9.1,6.3,15.3,14.9,60.8,21.6,2.7,0.069,0.283
2022,673.0,Aguilas de Mexicali,676021,Luis Santos,4,2B,166,37.0,72.0,1.0,1,0.23,7.0,5.0,1.0,21.0,696,4.193,10.8,17.5,0.0,0.621,0.078,3.0,1.0,24,248,55,114,14,9,41,3,0,10,13,MXC,0,29,18,141,26,0.0,7.9,22.2,23.7,47.4,16.7,12.3,0.0669999999999999,0.278
2022,673.0,Aguilas de Mexicali,594092,Angel Chavarin,2,C,23,5.0,13.0,0.0,0,0.364,1.0,0.0,1.0,1.0,95,4.13,4.3,47.8,0.0,0.091,0.045,0.0,0.0,2,46,21,11,0,0,5,1,0,1,2,MXC,0,11,1,22,4,0.0,22.1,45.7,27.3,63.6,9.1,0.0,0.435,0.215
2022,673.0,Aguilas de Mexicali,503429,Walter Ibarra,4,2B,108,19.0,39.0,4.0,2,0.243,2.0,0.0,1.0,14.0,432,4.0,5.6,25.9,0.0,0.214,0.021,2.0,0.0,15,230,56,74,10,5,27,2,1,8,6,MXC,0,28,6,96,17,0.0,13.0,24.3,23.0,44.6,17.6,14.9,0.203,0.197
2022,673.0,Aguilas de Mexicali,665870,Kevin Zamudio,10,DH,34,9.0,23.0,0.0,0,0.19,2.0,0.0,3.0,5.0,138,4.059,2.9,32.4,0.029,0.091,0.121,0.0,0.0,7,85,28,22,2,2,6,2,0,2,1,MXC,1,11,1,33,5,11.1,20.3,32.9,40.9,31.8,18.2,9.1,0.295,0.214
2022,673.0,Aguilas de Mexicali,672953,Gilberto Vizcarra,2,C,56,5.0,22.0,0.0,0,0.128,0.0,3.0,1.0,8.0,205,3.661,14.3,10.7,0.0,1.333,0.0,3.0,0.0,10,93,18,39,5,3,16,2,1,1,1,MXC,0,6,8,45,5,0.0,8.8,19.4,30.8,43.6,10.3,15.4,-0.0359999999999999,0.216
2022,673.0,Aguilas de Mexicali,499926,Alex Liddi,5,3B,19,3.0,13.0,0.0,0,0.2,1.0,0.0,0.0,1.0,81,4.263,0.0,47.4,0.0,,0.053,0.0,0.0,1,37,10,10,5,0,2,2,0,0,0,MXC,0,9,0,19,2,0.0,12.3,27.0,30.0,20.0,0.0,50.0,0.474,0.123
2022,673.0,Aguilas de Mexicali,653248,Amilcar Gomez,X,X,28,3.0,13.0,1.0,0,0.154,1.0,0.0,0.0,0.0,114,4.071,10.7,39.3,0.0,0.273,0.042,0.0,0.0,4,47,21,14,2,0,6,0,0,1,1,MXC,0,11,3,24,2,0.0,18.4,44.7,28.6,50.0,7.1,14.3,0.286,0.161
2022,673.0,Aguilas de Mexicali,517370,Jimmy Paredes,10,DH,17,1.0,10.0,0.0,0,0.1,0.0,0.0,0.0,1.0,67,3.941,11.8,29.4,0.0,0.4,0.0,1.0,0.0,2,28,10,10,1,0,6,0,0,0,1,MXC,0,5,2,15,1,0.0,14.9,35.7,20.0,70.0,0.0,10.0,0.176,0.098
2022,674.0,Charros de Jalisco,679589,Fernando Villegas,9,RF,233,108.0,86.0,0.0,2,0.387,23.0,5.0,4.0,41.0,869,3.73,7.7,15.9,0.021,0.486,0.183,2.0,1.0,33,424,105,173,6,8,56,29,0,18,23,JAL,5,37,18,208,70,8.1,12.1,24.8,35.8,45.7,15.0,3.5,0.082,0.426
2022,674.0,Charros de Jalisco,650531,Brad Zunica,3,1B,33,11.0,17.0,0.0,0,0.375,2.0,0.0,0.0,4.0,101,3.061,15.2,12.1,0.0,1.25,0.071,0.0,0.0,4,54,18,24,3,2,6,1,0,5,3,JAL,0,4,5,28,9,0.0,17.8,33.3,20.8,37.5,29.2,12.5,-0.031,0.329
2022,674.0,Charros de Jalisco,469117,Amadeo Zazueta,6,SS,298,109.0,128.0,3.0,2,0.332,17.0,1.0,9.0,69.0,999,3.352,3.0,7.4,0.003,0.409,0.074,3.0,0.0,45,493,64,266,24,14,95,20,0,30,38,JAL,1,22,9,283,88,1.5,6.4,13.0,24.4,50.0,16.5,9.0,0.044,0.332
2022,674.0,Charros de Jalisco,645848,Dariel Álvarez,9,RF,142,52.0,72.0,0.0,2,0.328,12.0,3.0,3.0,30.0,470,3.31,4.9,9.2,0.0,0.538,0.1,1.0,0.0,28,260,47,119,13,3,36,7,0,19,13,JAL,0,13,7,130,39,0.0,10.0,18.1,29.4,41.2,18.5,10.9,0.043,0.346
2022,674.0,Charros de Jalisco,676140,Julian Ornelas,8,CF,259,109.0,99.0,3.0,0,0.359,21.0,2.0,1.0,33.0,1052,4.062,10.0,20.5,0.031,0.491,0.18,2.0,0.0,36,495,110,178,12,6,56,13,0,33,22,JAL,8,53,26,228,68,16.3,10.5,22.2,27.5,43.8,21.9,6.7,0.1049999999999999,0.398
2022,674.0,Charros de Jalisco,591572,Jose Aguilar,7,LF,148,51.0,57.0,1.0,0,0.357,9.0,3.0,1.0,19.0,635,4.291,12.8,16.9,0.014,0.76,0.112,0.0,0.0,17,276,43,101,8,5,34,11,0,13,13,JAL,2,25,19,125,37,7.1,6.8,15.6,27.7,46.5,17.8,7.9,0.041,0.387
2022,674.0,Charros de Jalisco,570799,Christian Villanueva,3,1B,279,101.0,111.0,0.0,4,0.325,20.0,1.0,4.0,51.0,1064,3.814,12.2,15.8,0.022,0.773,0.133,5.0,0.0,49,502,116,200,26,13,43,16,0,22,31,JAL,6,44,34,240,69,9.2,10.9,23.1,32.5,37.0,17.5,13.0,0.036,0.374
2022,674.0,Charros de Jalisco,524648,Alejandro Gonzalez,8,CF,38,11.0,7.0,0.0,0,0.316,2.0,3.0,0.0,2.0,176,4.632,23.7,15.8,0.026,1.5,0.154,0.0,0.0,7,68,12,20,1,1,4,3,0,2,2,JAL,1,6,9,26,7,10.0,6.8,17.6,50.0,30.0,15.0,5.0,-0.0789999999999999,0.454
2022,674.0,Charros de Jalisco,519434,Michael Wing,3,1B,59,15.0,24.0,0.0,0,0.283,2.0,0.0,2.0,10.0,237,4.017,13.6,8.5,0.0,1.6,0.039,0.0,0.0,9,88,13,46,6,4,14,5,0,3,5,JAL,0,5,8,51,13,0.0,5.5,14.8,30.4,41.3,15.2,13.0,-0.051,0.322
2022,674.0,Charros de Jalisco,622700,Santiago Chávez,2,C,89,25.0,51.0,6.0,0,0.339,5.0,1.0,2.0,17.0,313,3.517,3.4,22.5,0.0,0.15,0.063,3.0,0.0,8,156,41,65,9,0,28,5,0,5,10,JAL,0,20,3,79,20,0.0,13.1,26.3,20.0,58.5,7.7,13.8,0.191,0.27
2022,674.0,Charros de Jalisco,473242,Agustin Murillo,5,3B,259,70.0,120.0,1.0,3,0.266,11.0,2.0,7.0,44.0,1026,3.961,8.5,12.7,0.008,0.667,0.065,2.0,0.0,48,414,68,202,10,14,75,15,0,24,16,JAL,2,33,22,231,55,3.2,6.6,16.4,31.2,45.0,18.8,5.0,0.0419999999999999,0.294
2022,674.0,Charros de Jalisco,547375,Sergio Perez,X,X,69,27.0,35.0,0.0,0,0.255,6.0,0.0,2.0,8.0,267,3.87,7.2,20.3,0.043,0.357,0.188,0.0,0.0,9,137,36,50,3,4,19,6,0,2,7,JAL,3,14,5,64,15,20.0,13.5,26.3,30.0,52.0,12.0,6.0,0.131,0.327
2022,674.0,Charros de Jalisco,668992,Missael Rivera,4,2B,194,57.0,80.0,3.0,2,0.266,13.0,1.0,4.0,35.0,733,3.778,10.8,14.4,0.01,0.75,0.108,1.0,0.0,39,313,51,144,11,7,48,13,0,13,13,JAL,2,28,21,167,39,3.8,7.0,16.3,36.1,42.4,13.9,7.6,0.0359999999999999,0.31
2022,674.0,Charros de Jalisco,616404,Edson Garcia,7,LF,106,28.0,33.0,0.0,0,0.309,7.0,1.0,3.0,8.0,444,4.189,11.3,23.6,0.0,0.48,0.075,1.0,0.0,19,210,57,68,6,2,20,2,0,6,13,JAL,0,25,12,93,21,0.0,12.8,27.1,30.9,48.5,11.8,8.8,0.1229999999999999,0.299
2022,674.0,Charros de Jalisco,603877,Fernando Flores,2,C,132,36.0,54.0,0.0,3,0.281,10.0,0.0,4.0,11.0,550,4.167,13.6,18.9,0.0,0.72,0.099,0.0,0.0,23,257,47,89,11,5,25,7,0,9,9,JAL,0,25,18,111,25,0.0,8.5,18.3,33.7,38.2,15.7,12.4,0.0529999999999999,0.314
2022,674.0,Charros de Jalisco,515189,Japhet Amador,10,DH,91,20.0,47.0,0.0,0,0.262,4.0,0.0,4.0,11.0,378,4.154,9.9,23.1,0.0,0.429,0.049,0.0,0.0,14,159,53,61,2,6,23,3,0,7,6,JAL,0,21,9,82,16,0.0,14.0,33.3,27.9,47.5,21.3,3.3,0.132,0.257
2022,674.0,Charros de Jalisco,501647,Wilin Rosario,3,1B,34,9.0,22.0,0.0,1,0.192,1.0,0.0,3.0,9.0,117,3.441,0.0,20.6,0.029,,0.091,1.0,0.0,8,54,12,27,3,1,9,1,0,1,4,JAL,1,7,0,33,6,11.1,10.3,22.2,33.3,48.1,7.4,11.1,0.206,0.208
2022,674.0,Charros de Jalisco,497575,Manny Rodriguez,4,2B,78,19.0,51.0,0.0,0,0.211,4.0,4.0,3.0,17.0,301,3.859,2.6,17.9,0.013,0.143,0.083,0.0,0.0,15,157,33,58,9,5,16,3,0,7,3,JAL,1,14,2,72,13,5.6,11.0,21.0,31.0,32.8,20.7,15.5,0.153,0.25
2022,674.0,Charros de Jalisco,691858,Jared Serna,4,2B,33,6.0,12.0,1.0,0,0.2,1.0,0.0,0.0,3.0,106,3.212,3.0,18.2,0.0,0.167,0.032,0.0,0.0,5,55,14,26,1,3,12,1,0,2,2,JAL,0,6,1,31,5,0.0,13.2,25.5,23.1,53.8,19.2,3.8,0.152,0.179
2022,674.0,Charros de Jalisco,596671,Omar Renteria,2,C,22,5.0,11.0,0.0,0,0.2,2.0,0.0,2.0,4.0,74,3.364,9.1,22.7,0.0,0.4,0.1,0.0,0.0,3,35,7,15,1,0,8,1,0,1,1,JAL,0,5,2,20,3,0.0,9.5,20.0,26.7,60.0,6.7,6.7,0.136,0.234
2022,674.0,Charros de Jalisco,542979,Keon Broxton,8,CF,22,1.0,19.0,0.0,0,0.143,0.0,0.0,1.0,2.0,93,4.227,9.1,59.1,0.0,0.154,0.0,0.0,0.0,2,43,24,7,0,0,4,0,0,1,0,JAL,0,13,2,20,1,0.0,25.8,55.8,28.6,57.1,14.3,0.0,0.5,0.109
2022,674.0,Charros de Jalisco,571531,Sergio Burruel,2,C,5,0.0,2.0,0.0,0,0.0,0.0,1.0,0.0,1.0,15,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,6,2,4,0,1,2,0,0,0,0,JAL,0,0,0,4,0,0.0,13.3,33.3,25.0,50.0,25.0,0.0,0.0,0.152
2022,674.0,Charros de Jalisco,680029,Oziel Flores,X,X,2,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,2.0,0.0,50.0,0.0,,0.0,0.0,0.0,1,4,3,1,0,0,0,0,0,0,0,JAL,0,1,0,2,0,0.0,75.0,75.0,100.0,0.0,0.0,0.0,0.5,0.0
2022,674.0,Charros de Jalisco,672361,Agustin Ruiz,8,CF,6,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31,5.167,16.7,16.7,0.0,1.0,0.0,0.0,0.0,2,12,4,4,0,0,2,0,0,0,0,JAL,0,1,1,5,0,0.0,12.9,33.3,50.0,50.0,0.0,0.0,0.0,0.121
2022,675.0,Caneros de los Mochis,681909,Justin Dean,9,RF,285,114.0,97.0,4.0,1,0.45,20.0,4.0,3.0,46.0,1163,4.081,11.9,21.4,0.007,0.557,0.128,4.0,0.0,27,478,128,186,9,15,52,6,0,42,35,MOC,2,61,34,242,83,6.1,11.0,26.8,17.7,46.8,30.6,4.8,0.095,0.42
2022,675.0,Caneros de los Mochis,630111,Yasmany Tomás,3,1B,287,132.0,111.0,0.0,3,0.395,27.0,0.0,10.0,45.0,1049,3.655,8.7,21.6,0.035,0.403,0.181,0.0,2.0,28,528,149,200,12,15,60,15,0,44,26,MOC,10,62,25,259,85,23.3,14.2,28.2,21.5,43.0,29.5,6.0,0.129,0.395
2022,675.0,Caneros de los Mochis,616613,Rodolfo Amador,5,3B,279,106.0,120.0,0.0,3,0.343,19.0,4.0,9.0,52.0,950,3.405,5.7,13.6,0.018,0.421,0.116,11.0,1.0,35,553,117,215,10,14,79,5,0,48,24,MOC,5,38,16,250,77,12.5,12.3,21.2,18.6,47.9,28.8,4.7,0.079,0.353
2022,675.0,Caneros de los Mochis,696535,Brayan Mendoza,7,LF,80,27.0,31.0,2.0,0,0.417,4.0,0.0,3.0,13.0,275,3.438,5.0,31.3,0.013,0.16,0.081,0.0,0.0,4,161,60,51,4,1,21,2,0,6,13,MOC,1,25,4,74,21,16.7,21.8,37.3,11.8,66.7,13.7,7.8,0.263,0.319
2022,675.0,Caneros de los Mochis,665455,Isaac Rodriguez,4,2B,301,104.0,74.0,5.0,1,0.321,21.0,4.0,8.0,42.0,1262,4.193,9.3,13.3,0.01,0.7,0.114,5.0,0.0,29,499,54,229,21,18,87,9,0,44,21,MOC,3,40,28,263,74,7.9,4.3,10.8,16.6,47.2,27.1,9.2,0.04,0.352
2022,675.0,Caneros de los Mochis,668616,Marco Jaime,6,SS,265,81.0,84.0,7.0,2,0.305,10.0,1.0,6.0,34.0,955,3.604,9.1,12.5,0.011,0.727,0.078,1.0,0.0,35,436,66,207,9,16,84,7,1,26,29,MOC,3,33,24,231,63,7.1,6.9,15.1,20.3,54.6,20.3,4.8,0.034,0.321
2022,675.0,Caneros de los Mochis,664279,Wagner Lagrange,7,LF,125,48.0,44.0,0.0,0,0.322,11.0,2.0,5.0,13.0,504,4.032,7.2,19.2,0.024,0.375,0.149,1.0,1.0,13,200,29,90,7,5,34,4,0,19,8,MOC,3,24,9,114,31,17.6,5.8,14.5,18.9,46.7,26.7,7.8,0.12,0.355
2022,675.0,Caneros de los Mochis,676020,Javier Sanchez,X,X,23,7.0,8.0,0.0,1,0.357,1.0,1.0,1.0,2.0,82,3.565,8.7,26.1,0.0,0.333,0.105,0.0,0.0,1,40,16,14,1,2,5,0,0,4,1,MOC,0,6,2,19,5,0.0,19.5,40.0,7.1,42.9,42.9,7.1,0.174,0.338
2022,675.0,Caneros de los Mochis,672906,Lazaro Alonso,10,DH,47,18.0,20.0,0.0,1,0.333,3.0,0.0,3.0,10.0,182,3.872,6.4,31.9,0.043,0.2,0.163,0.0,0.0,5,90,34,29,0,2,11,1,0,6,4,MOC,2,15,3,43,11,33.3,18.7,37.8,20.7,51.7,27.6,0.0,0.255,0.337
2022,675.0,Caneros de los Mochis,703060,Alejandro Urias,2,C,4,1.0,2.0,0.0,0,0.333,0.0,0.0,0.0,1.0,21,5.25,0.0,25.0,0.0,,0.0,0.0,0.0,0,12,1,3,2,0,0,0,0,1,0,MOC,0,1,0,4,1,,4.8,8.3,0.0,0.0,33.3,66.7,0.25,0.237
2022,675.0,Caneros de los Mochis,701010,Roque Salinas,9,RF,15,6.0,6.0,0.0,0,0.167,1.0,1.0,0.0,1.0,55,3.667,6.7,0.0,0.067,,0.231,0.0,0.0,3,30,6,13,2,1,4,0,0,2,1,MOC,1,0,1,13,3,33.3,10.9,20.0,23.1,38.5,23.1,15.4,-0.067,0.381
2022,675.0,Caneros de los Mochis,654118,Eric Meza,3,1B,116,37.0,45.0,0.0,3,0.241,5.0,3.0,2.0,20.0,396,3.414,3.4,19.0,0.034,0.182,0.123,2.0,0.0,12,221,60,87,7,7,37,3,0,16,5,MOC,4,22,4,106,24,26.7,15.2,27.1,17.2,48.3,26.4,8.0,0.156,0.293
2022,675.0,Caneros de los Mochis,677977,Edgar Robles,8,CF,207,40.0,74.0,6.0,1,0.255,3.0,4.0,2.0,33.0,765,3.696,8.7,16.4,0.0,0.529,0.017,3.0,0.0,20,359,77,151,15,13,66,5,0,16,16,MOC,0,34,18,178,37,0.0,10.1,21.4,16.6,54.3,19.2,9.9,0.077,0.253
2022,675.0,Caneros de los Mochis,660842,Juan Uriarte,2,C,168,49.0,81.0,3.0,2,0.248,11.0,7.0,3.0,18.0,595,3.542,4.8,24.4,0.024,0.195,0.128,1.0,1.0,17,325,91,112,11,12,42,6,0,15,9,MOC,4,41,8,148,30,17.4,15.3,28.0,20.5,45.5,24.1,9.8,0.196,0.287
2022,675.0,Caneros de los Mochis,681944,Dean Nevarez,10,DH,37,9.0,14.0,0.0,0,0.227,1.0,0.0,1.0,1.0,143,3.865,10.8,27.0,0.027,0.4,0.091,0.0,0.0,5,77,26,23,2,1,9,1,0,2,3,MOC,1,10,4,33,6,16.7,18.2,33.8,26.1,52.2,13.0,8.7,0.162,0.27
2022,675.0,Caneros de los Mochis,701033,Jorge Rivera,6,SS,24,4.0,10.0,0.0,0,0.211,0.0,0.0,0.0,2.0,78,3.25,4.2,16.7,0.0,0.25,0.0,1.0,0.0,1,34,7,19,2,0,12,0,0,1,3,MOC,0,4,1,23,4,0.0,9.0,20.6,5.3,78.9,5.3,10.5,0.125,0.188
2022,675.0,Caneros de los Mochis,622194,Bruce Maxwell,2,C,164,32.0,70.0,0.0,1,0.196,5.0,1.0,2.0,14.0,709,4.323,15.9,17.1,0.012,0.929,0.066,1.0,0.0,17,285,61,109,5,13,51,2,0,13,8,MOC,2,28,26,136,23,10.5,8.6,21.4,17.4,54.1,23.9,4.6,0.012,0.277
2022,675.0,Caneros de los Mochis,678767,Jose Zepeda,4,2B,21,3.0,7.0,0.0,0,0.231,0.0,0.0,1.0,2.0,85,4.048,0.0,38.1,0.0,,0.0,0.0,0.0,2,43,14,13,0,0,8,1,0,1,1,MOC,0,8,0,21,3,0.0,16.5,32.6,23.1,69.2,7.7,0.0,0.381,0.135
2022,675.0,Caneros de los Mochis,660518,Juan Camacho,10,DH,65,14.0,28.0,0.0,0,0.159,4.0,0.0,1.0,5.0,227,3.492,3.1,27.7,0.015,0.111,0.095,0.0,0.0,11,148,43,45,6,4,16,0,0,6,2,MOC,1,18,2,63,8,9.1,18.9,29.1,24.4,40.0,22.2,13.3,0.246,0.18
2022,675.0,Caneros de los Mochis,682841,Michael Robles,5,3B,23,5.0,8.0,1.0,0,0.063,1.0,0.0,0.0,2.0,82,3.565,0.0,21.7,0.043,,0.136,0.0,0.0,3,43,11,18,3,2,8,0,0,2,0,MOC,1,5,0,22,2,33.3,13.4,25.6,16.7,44.4,22.2,16.7,0.217,0.143
2022,675.0,Caneros de los Mochis,803125,Jose Orrantia,X,X,16,2.0,7.0,1.0,0,0.143,1.0,0.0,0.0,1.0,57,3.562,12.5,37.5,0.0,0.333,0.077,0.0,0.0,2,23,10,8,0,1,4,1,0,0,0,MOC,0,6,2,13,1,0.0,17.5,43.5,37.5,50.0,12.5,0.0,0.25,0.177
2022,675.0,Caneros de los Mochis,802580,Roberto Castro,7,LF,7,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,5.0,14.3,71.4,0.0,0.2,0.0,0.0,0.0,0,15,8,1,0,1,0,0,0,0,0,MOC,0,5,1,6,0,,22.9,53.3,0.0,0.0,100.0,0.0,0.571,0.103
2022,675.0,Caneros de los Mochis,703070,Loidel Chapelli,10,DH,9,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42,4.667,11.1,66.7,0.0,0.167,0.0,0.0,0.0,0,21,11,2,0,1,1,0,0,0,0,MOC,0,6,1,8,0,,26.2,52.4,0.0,50.0,50.0,0.0,0.556,0.08
2022,675.0,Caneros de los Mochis,698880,Juan Haro,2,C,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,4.5,0.0,50.0,0.0,,0.0,0.0,0.0,0,5,2,1,0,1,0,0,0,0,0,MOC,0,1,0,2,0,,22.2,40.0,0.0,0.0,100.0,0.0,0.5,0.0
2022,675.0,Caneros de los Mochis,679893,Manuel Urias,1,P,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,MOC,0,0,0,0,0,,,,,,,,,
2022,676.0,Mayos de Navojoa,680023,Daniel Mercado,X,X,2,2.0,0.0,0.0,0,0.5,1.0,0.0,0.0,0.0,4,2.0,0.0,0.0,0.0,,0.5,0.0,0.0,0,3,1,2,1,0,0,0,0,1,0,NAV,0,0,0,2,1,,25.0,33.3,0.0,0.0,50.0,50.0,0.0,0.691
