season,team_id,team_name,player_id,Name,position_code,POS,PA,TB,LOB,sacBunts,SF,BABIP,XBH,HBP,gidp,gidpOpp,numP,P/PA,BB%,K%,HR/PA,BB/K,ISO,ROE,walkOffs,FO,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,HR,K,BB,AB,H,2B,3B,IBB,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,wOBA
2024,673.0,Aguilas de Mexicali,595943,Phillip Evans,5,3B,13,10.0,6.0,0.0,0,0.5,2.0,0.0,0.0,1.0,40,3.077,7.7,7.7,0.077,1.0,0.333,0.0,0.0,1,23,6,11,1,0,3,1,0,4,1,MXC,1,1,1,12,6,1.0,0.0,0.0,50.0,15.0,26.1,18.2,36.4,36.4,9.1,0.0,0.63
2024,673.0,Aguilas de Mexicali,655212,Manuel Orduno,7,LF,3,1.0,3.0,0.0,0,0.5,0.0,0.0,0.0,0.0,9,3.0,0.0,33.3,0.0,,0.0,0.0,0.0,0,4,2,2,0,0,1,1,0,0,0,MXC,0,1,0,3,1,0.0,0.0,0.0,0.0,22.2,50.0,50.0,50.0,0.0,0.0,0.333,0.317
2024,673.0,Aguilas de Mexicali,650995,Norberto Obeso,7,LF,117,33.0,44.0,3.0,1,0.333,4.0,2.0,1.0,16.0,468,4.0,10.3,11.1,0.0,0.923,0.04,2.0,0.0,17,202,31,90,0,4,40,2,0,19,8,MXC,0,13,12,99,29,4.0,0.0,0.0,0.0,6.6,15.3,21.1,53.3,25.6,0.0,0.008,0.338
2024,673.0,Aguilas de Mexicali,511428,Leo Heras,X,X,53,26.0,16.0,1.0,0,0.345,6.0,0.0,0.0,7.0,228,4.302,5.7,32.1,0.057,0.176,0.265,1.0,0.0,7,99,34,33,6,1,6,5,0,3,5,MXC,3,17,3,49,13,2.0,1.0,0.0,25.0,14.9,34.3,36.4,33.3,12.1,18.2,0.264,0.381
2024,673.0,Aguilas de Mexicali,622270,Alex D. Mejia,3,1B,113,30.0,42.0,0.0,1,0.317,4.0,3.0,3.0,16.0,427,3.779,8.0,16.8,0.0,0.474,0.04,2.0,0.0,20,215,53,82,10,8,18,4,0,8,14,MXC,0,19,9,100,26,4.0,0.0,0.0,0.0,12.4,24.7,29.3,39.0,19.5,12.2,0.088,0.312
2024,673.0,Aguilas de Mexicali,680716,Jonathan Ornelas,5,3B,34,10.0,15.0,0.0,0,0.421,2.0,1.0,1.0,3.0,136,4.0,5.9,35.3,0.0,0.167,0.065,0.0,0.0,2,59,23,19,1,0,8,1,0,6,1,MXC,0,12,2,31,8,2.0,0.0,0.0,0.0,16.9,39.0,15.8,47.4,31.6,5.3,0.294,0.314
2024,673.0,Aguilas de Mexicali,642720,Ray-Patrick Didder,7,LF,9,3.0,1.0,0.0,0,0.333,1.0,1.0,0.0,0.0,25,2.778,0.0,22.2,0.0,,0.125,1.0,0.0,0,15,3,6,2,0,2,0,0,0,2,MXC,0,2,0,8,2,1.0,0.0,0.0,,12.0,20.0,0.0,66.7,0.0,33.3,0.222,0.343
2024,673.0,Aguilas de Mexicali,676021,Luis Santos,X,X,30,10.0,15.0,0.0,0,0.333,2.0,1.0,0.0,2.0,125,4.167,13.3,23.3,0.0,0.571,0.16,0.0,0.0,3,57,13,18,2,2,5,1,0,5,0,MXC,0,7,4,25,6,0.0,2.0,0.0,0.0,10.4,22.8,22.2,27.8,38.9,11.1,0.1,0.366
2024,673.0,Aguilas de Mexicali,605011,Moises Gutierrez,5,3B,99,38.0,42.0,0.0,0,0.262,9.0,2.0,0.0,13.0,396,4.0,6.1,22.2,0.04,0.273,0.187,1.0,0.0,13,210,64,69,8,1,26,6,0,10,5,MXC,4,22,6,91,21,5.0,0.0,0.0,21.1,16.2,30.5,27.5,44.9,15.9,11.6,0.161,0.337
2024,673.0,Aguilas de Mexicali,668843,Conner Capel,9,RF,120,29.0,37.0,0.0,1,0.28,6.0,0.0,4.0,17.0,488,4.067,18.3,19.2,0.0,0.957,0.082,0.0,0.0,10,200,55,75,16,5,23,1,0,9,11,MXC,0,23,22,97,21,4.0,2.0,1.0,0.0,11.3,27.5,14.7,45.3,18.7,21.3,0.009,0.322
2024,673.0,Aguilas de Mexicali,592144,Wynton Bernard,8,CF,122,40.0,49.0,0.0,1,0.227,9.0,1.0,1.0,20.0,478,3.918,9.8,14.8,0.025,0.667,0.157,3.0,0.0,17,191,38,91,14,4,33,3,0,12,8,MXC,3,18,12,108,23,4.0,2.0,0.0,15.0,7.9,19.9,22.0,45.1,17.6,15.4,0.0499999999999999,0.317
2024,673.0,Aguilas de Mexicali,624645,Julian Leon,2,C,49,11.0,19.0,0.0,0,0.429,2.0,2.0,0.0,4.0,200,4.082,8.2,44.9,0.0,0.182,0.047,0.0,0.0,4,90,39,21,5,1,2,1,0,2,6,MXC,0,22,4,43,9,2.0,0.0,0.0,0.0,19.5,43.3,23.8,38.1,14.3,23.8,0.367,0.283
2024,673.0,Aguilas de Mexicali,687867,Clay Dungan,4,2B,132,28.0,52.0,1.0,2,0.274,4.0,1.0,1.0,25.0,530,4.015,13.6,21.2,0.0,0.643,0.045,2.0,0.0,18,232,45,85,8,7,29,2,1,13,7,MXC,0,28,18,110,23,3.0,1.0,2.0,0.0,8.5,19.4,23.5,42.4,23.5,10.6,0.0759999999999999,0.276
2024,673.0,Aguilas de Mexicali,665745,Javier Salazar,6,SS,97,21.0,36.0,2.0,2,0.269,3.0,0.0,0.0,11.0,350,3.608,5.2,23.7,0.0,0.217,0.034,0.0,0.0,15,164,49,69,7,3,26,5,0,8,5,MXC,0,23,5,88,18,3.0,0.0,0.0,0.0,14.0,29.9,29.0,44.9,15.9,10.1,0.185,0.227
2024,673.0,Aguilas de Mexicali,606143,Alejandro Mejia,10,DH,93,28.0,55.0,0.0,1,0.179,6.0,1.0,5.0,17.0,340,3.656,6.5,28.0,0.043,0.231,0.165,2.0,0.0,13,183,71,60,7,1,25,4,1,9,0,MXC,4,26,6,85,14,2.0,0.0,1.0,23.5,20.9,38.8,28.3,41.7,16.7,13.3,0.215,0.257
2024,673.0,Aguilas de Mexicali,642299,Alejandro Flores,2,C,27,3.0,15.0,0.0,0,0.125,1.0,1.0,1.0,4.0,101,3.741,11.1,25.9,0.0,0.429,0.043,0.0,0.0,6,45,17,16,2,0,6,0,0,2,0,MXC,0,7,3,23,2,1.0,0.0,0.0,0.0,16.8,37.8,37.5,37.5,12.5,12.5,0.148,0.196
2024,673.0,Aguilas de Mexicali,510548,Jose Heberto Felix,2,C,27,1.0,18.0,1.0,1,0.048,0.0,2.0,0.0,9.0,73,2.704,0.0,11.1,0.0,,0.0,0.0,0.0,8,45,7,22,6,3,4,0,0,0,1,MXC,0,3,0,23,1,0.0,0.0,0.0,0.0,9.6,15.6,36.4,22.7,13.6,27.3,0.111,0.092
2024,673.0,Aguilas de Mexicali,692270,Antonio Castaneda,8,CF,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,MXC,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024,673.0,Aguilas de Mexicali,616569,Diego Madero,5,3B,2,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,3,0,2,0,0,0,0,0,0,0,MXC,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024,674.0,Charros de Jalisco,829261,Jose Angel Cecena,X,X,2,1.0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,9,4.5,0.0,50.0,0.0,,0.0,0.0,0.0,0,6,2,1,0,0,0,0,0,0,1,JAL,0,1,0,2,1,0.0,0.0,0.0,,22.2,33.3,0.0,100.0,0.0,0.0,0.5,0.475
2024,674.0,Charros de Jalisco,608686,Jack Mayfield,6,SS,111,49.0,38.0,0.0,2,0.412,8.0,1.0,0.0,17.0,428,3.856,5.4,15.3,0.018,0.353,0.118,0.0,0.0,11,218,39,87,10,8,21,10,0,13,14,JAL,2,17,6,102,37,6.0,0.0,0.0,9.5,9.1,17.9,24.1,40.2,24.1,11.5,0.099,0.41
2024,674.0,Charros de Jalisco,641104,Carlos Mendivil,2,C,31,14.0,16.0,1.0,1,0.381,3.0,0.0,1.0,4.0,112,3.613,6.5,19.4,0.032,0.333,0.185,0.0,0.0,2,54,15,23,2,1,9,2,0,4,3,JAL,1,6,2,27,9,2.0,0.0,0.0,25.0,13.4,27.8,17.4,52.2,21.7,8.7,0.129,0.393
2024,674.0,Charros de Jalisco,680771,Mateo Gil,5,3B,69,35.0,19.0,1.0,0,0.34,7.0,0.0,1.0,9.0,222,3.217,10.1,14.5,0.058,0.7,0.246,3.0,1.0,10,115,27,52,4,2,16,4,0,6,10,JAL,4,10,7,61,20,3.0,0.0,0.0,28.6,12.2,23.5,26.9,50.0,15.4,7.7,0.0439999999999999,0.445
2024,674.0,Charros de Jalisco,672359,Tirso Ornelas,9,RF,75,33.0,21.0,0.0,0,0.327,7.0,1.0,1.0,9.0,277,3.693,14.7,10.7,0.04,1.375,0.206,0.0,0.0,9,112,22,55,1,0,25,6,0,6,8,JAL,3,8,11,63,20,4.0,0.0,0.0,20.0,7.9,19.6,27.3,60.0,10.9,1.8,-0.0399999999999999,0.447
2024,674.0,Charros de Jalisco,681933,Michael Wielansky,4,2B,128,57.0,40.0,0.0,1,0.348,13.0,2.0,2.0,17.0,483,3.773,10.9,13.3,0.023,0.824,0.198,3.0,0.0,12,188,33,95,10,2,36,6,0,10,19,JAL,3,17,14,111,35,7.0,3.0,0.0,16.7,6.8,17.6,18.9,57.9,12.6,10.5,0.024,0.425
2024,674.0,Charros de Jalisco,471906,Reynaldo Rodriguez,3,1B,128,64.0,51.0,0.0,2,0.297,13.0,1.0,3.0,23.0,504,3.938,7.0,15.6,0.055,0.45,0.259,1.0,1.0,16,253,55,98,18,9,21,15,1,8,10,JAL,7,20,9,116,34,3.0,3.0,0.0,22.6,10.9,21.7,31.6,31.6,17.3,19.4,0.086,0.411
2024,674.0,Charros de Jalisco,591572,Jose Aguilar,9,RF,86,30.0,31.0,1.0,1,0.338,8.0,2.0,3.0,11.0,354,4.116,7.0,14.0,0.0,0.5,0.105,0.0,0.0,16,165,29,66,8,3,17,8,0,8,6,JAL,0,12,6,76,22,8.0,0.0,0.0,0.0,8.2,17.6,36.4,34.8,16.7,12.1,0.07,0.351
2024,674.0,Charros de Jalisco,571740,Billy Hamilton,8,CF,144,47.0,43.0,1.0,0,0.309,9.0,0.0,0.0,11.0,543,3.771,9.7,20.8,0.014,0.467,0.116,3.0,0.0,18,264,65,100,17,4,29,12,0,6,14,JAL,2,30,14,129,32,5.0,2.0,0.0,6.7,12.0,24.6,30.0,43.0,10.0,17.0,0.1109999999999999,0.326
2024,674.0,Charros de Jalisco,676140,Julian Ornelas,7,LF,86,27.0,38.0,0.0,1,0.291,5.0,0.0,1.0,11.0,363,4.221,10.5,23.3,0.023,0.45,0.118,0.0,0.0,12,185,49,57,11,2,14,6,0,4,8,JAL,2,20,9,76,18,3.0,0.0,2.0,11.1,13.5,26.5,31.6,38.6,10.5,19.3,0.128,0.304
2024,674.0,Charros de Jalisco,685771,Alfredo Hurtado,2,C,87,24.0,28.0,7.0,2,0.264,4.0,1.0,1.0,14.0,294,3.379,6.9,20.7,0.023,0.333,0.113,3.0,0.0,9,154,44,62,7,3,27,3,0,6,7,JAL,2,18,6,71,16,2.0,0.0,0.0,16.7,15.0,28.6,19.4,54.8,14.5,11.3,0.1379999999999999,0.274
2024,674.0,Charros de Jalisco,515189,Japhet Amador,10,DH,116,30.0,44.0,0.0,1,0.271,5.0,1.0,3.0,15.0,482,4.155,10.3,26.7,0.017,0.387,0.088,0.0,0.0,15,216,57,72,6,5,25,8,0,6,7,JAL,2,31,12,102,21,3.0,0.0,0.0,8.7,11.8,26.4,31.9,44.4,15.3,8.3,0.164,0.288
2024,674.0,Charros de Jalisco,806157,Christian Morales,9,RF,6,2.0,6.0,0.0,0,1.0,1.0,0.0,0.0,0.0,22,3.667,0.0,83.3,0.0,,0.167,0.0,0.0,0,12,9,1,0,0,0,0,0,1,0,JAL,0,5,0,6,1,1.0,0.0,0.0,,40.9,75.0,0.0,0.0,100.0,0.0,0.833,0.228
2024,674.0,Charros de Jalisco,453575,Jose Guadalupe Chavez,4,2B,34,8.0,18.0,0.0,0,0.208,3.0,0.0,1.0,5.0,126,3.706,2.9,26.5,0.0,0.111,0.091,0.0,0.0,6,65,15,24,5,3,5,2,0,2,1,JAL,0,9,1,33,5,3.0,0.0,0.0,0.0,11.9,23.1,33.3,25.0,20.8,20.8,0.236,0.198
2024,674.0,Charros de Jalisco,570799,Christian Villanueva,X,X,49,9.0,24.0,0.0,1,0.129,2.0,0.0,3.0,6.0,198,4.041,12.2,22.4,0.02,0.545,0.095,0.0,0.0,9,100,27,32,5,0,13,3,0,2,0,JAL,1,11,6,42,5,1.0,0.0,0.0,8.3,13.6,27.0,37.5,40.6,6.2,15.6,0.102,0.222
2024,674.0,Charros de Jalisco,593495,Daniel Castro,6,SS,17,1.0,5.0,0.0,0,0.077,0.0,0.0,0.0,3.0,78,4.588,0.0,23.5,0.0,,0.0,1.0,0.0,2,33,4,13,1,1,8,0,0,0,1,JAL,0,4,0,17,1,0.0,0.0,0.0,0.0,5.1,12.1,15.4,69.2,7.7,7.7,0.235,0.056
2024,674.0,Charros de Jalisco,516679,Sebastian Valle,2,C,21,4.0,15.0,0.0,0,0.0,1.0,0.0,0.0,3.0,92,4.381,4.8,52.4,0.048,0.091,0.15,0.0,0.0,4,52,27,9,1,0,3,1,0,0,0,JAL,1,11,1,20,1,0.0,0.0,0.0,20.0,29.3,51.9,55.6,33.3,0.0,11.1,0.476,0.144
2024,674.0,Charros de Jalisco,828390,Carlos Baez,X,X,2,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,0,5,1,2,0,0,2,0,0,0,0,JAL,0,0,0,2,0,0.0,0.0,0.0,,14.3,20.0,0.0,100.0,0.0,0.0,0.0,0.0
2024,674.0,Charros de Jalisco,703007,Jesus Cordova,X,X,1,0.0,3.0,0.0,0,,0.0,0.0,0.0,0.0,3,3.0,0.0,100.0,0.0,,0.0,0.0,0.0,0,3,2,0,0,0,0,0,0,0,0,JAL,0,1,0,1,0,0.0,0.0,0.0,,66.7,66.7,,,,,1.0,0.0
2024,674.0,Charros de Jalisco,811419,Luis Carlos Martinez,6,SS,2,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0,6,0,2,1,0,1,0,0,0,0,JAL,0,0,0,2,0,0.0,0.0,0.0,,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0
2024,675.0,Caneros de los Mochis,596107,Eric Filia,7,LF,136,59.0,61.0,0.0,1,0.337,12.0,4.0,4.0,34.0,516,3.794,12.5,11.0,0.037,1.133,0.193,3.0,1.0,17,221,38,100,5,6,35,9,0,17,11,MOC,5,15,17,114,37,7.0,0.0,1.0,19.2,7.4,17.2,26.0,46.0,23.0,5.0,-0.015,0.438
2024,675.0,Caneros de los Mochis,696535,Brayan Mendoza,8,CF,46,14.0,11.0,4.0,1,0.462,2.0,1.0,1.0,10.0,168,3.652,6.5,26.1,0.0,0.25,0.054,0.0,0.0,4,89,26,30,3,0,11,1,0,7,4,MOC,0,12,3,37,12,2.0,0.0,0.0,0.0,15.5,29.2,16.7,50.0,23.3,10.0,0.196,0.33
2024,675.0,Caneros de los Mochis,668616,Marco Jaime,6,SS,133,41.0,47.0,2.0,3,0.324,6.0,3.0,4.0,23.0,457,3.436,6.0,11.3,0.0,0.533,0.06,0.0,0.0,19,214,38,107,6,10,38,5,0,17,12,MOC,0,15,8,117,34,5.0,1.0,0.0,0.0,8.3,17.8,22.4,46.7,25.2,5.6,0.053,0.326
2024,675.0,Caneros de los Mochis,703060,Alejandro Urias,2,C,57,17.0,18.0,2.0,2,0.387,2.0,0.0,0.0,10.0,229,4.018,10.5,29.8,0.018,0.353,0.085,2.0,0.0,10,95,32,34,2,3,6,2,0,3,8,MOC,1,17,6,47,13,1.0,0.0,0.0,8.3,14.0,33.7,35.3,41.2,17.6,5.9,0.193,0.324
2024,675.0,Caneros de los Mochis,665455,Isaac Rodriguez,4,2B,146,33.0,58.0,0.0,0,0.314,1.0,3.0,7.0,20.0,587,4.021,17.1,11.0,0.0,1.563,0.008,0.0,0.0,14,179,23,102,4,9,43,2,0,14,16,MOC,0,16,25,118,32,1.0,0.0,1.0,0.0,3.9,12.8,15.7,57.8,22.5,3.9,-0.061,0.347
2024,675.0,Caneros de los Mochis,661270,Roel Santos,8,CF,97,32.0,32.0,1.0,0,0.299,6.0,2.0,2.0,15.0,383,3.948,9.3,16.5,0.021,0.563,0.118,0.0,1.0,17,161,37,70,4,7,20,4,0,7,11,MOC,2,16,9,85,22,4.0,0.0,0.0,9.5,9.7,23.0,30.0,44.3,20.0,5.7,0.072,0.344
2024,675.0,Caneros de los Mochis,814656,Elias Verdugo,4,2B,8,2.0,3.0,0.0,0,0.4,0.0,0.0,0.0,1.0,33,4.125,0.0,37.5,0.0,,0.0,0.0,0.0,1,18,6,5,0,0,2,0,0,2,0,MOC,0,3,0,8,2,0.0,0.0,0.0,0.0,18.2,33.3,20.0,40.0,40.0,0.0,0.375,0.237
2024,675.0,Caneros de los Mochis,681909,Justin Dean,9,RF,134,43.0,52.0,1.0,0,0.289,7.0,2.0,2.0,21.0,514,3.836,13.4,19.4,0.03,0.692,0.133,4.0,0.0,22,207,51,88,2,4,32,7,0,6,15,MOC,4,26,18,113,28,3.0,0.0,0.0,13.8,9.9,24.6,33.0,53.4,11.4,2.3,0.06,0.358
2024,675.0,Caneros de los Mochis,630111,Yasmany Tomás,3,1B,86,36.0,48.0,0.0,2,0.294,9.0,0.0,0.0,16.0,312,3.628,7.0,29.1,0.047,0.24,0.218,1.0,0.0,11,172,69,55,6,2,17,5,0,11,3,MOC,4,25,6,78,19,5.0,0.0,2.0,25.0,22.1,40.1,29.1,36.4,23.6,10.9,0.2209999999999999,0.33
2024,675.0,Caneros de los Mochis,616613,Rodolfo Amador,5,3B,132,37.0,62.0,1.0,1,0.26,5.0,2.0,1.0,20.0,469,3.553,8.3,11.4,0.015,0.733,0.078,1.0,0.0,24,236,45,103,5,6,40,4,0,9,15,MOC,2,15,11,116,28,3.0,0.0,1.0,7.1,9.6,19.1,27.2,53.4,14.6,4.9,0.031,0.298
2024,675.0,Caneros de los Mochis,802580,Roberto Castro,X,X,16,5.0,11.0,0.0,0,0.333,2.0,0.0,0.0,2.0,64,4.0,6.3,37.5,0.0,0.167,0.133,0.0,0.0,1,37,11,9,0,0,5,2,0,1,0,MOC,0,6,1,15,3,2.0,0.0,0.0,0.0,17.2,29.7,33.3,55.6,11.1,0.0,0.312,0.276
2024,675.0,Caneros de los Mochis,685474,Felix Stevens,10,DH,79,23.0,24.0,0.0,2,0.278,6.0,2.0,1.0,7.0,341,4.316,16.5,32.9,0.025,0.5,0.177,2.0,0.0,8,160,64,38,3,0,15,2,0,6,4,MOC,2,26,13,62,12,3.0,1.0,0.0,20.0,18.8,40.0,26.3,50.0,15.8,7.9,0.164,0.344
2024,675.0,Caneros de los Mochis,654118,Eric Meza,X,X,25,8.0,17.0,0.0,1,0.188,2.0,0.0,1.0,3.0,113,4.52,0.0,32.0,0.04,,0.167,1.0,0.0,2,56,16,17,3,1,7,1,0,3,0,MOC,1,8,0,24,4,1.0,0.0,0.0,33.3,14.2,28.6,17.6,41.2,23.5,17.6,0.32,0.222
2024,675.0,Caneros de los Mochis,657674,Kyle Martin,3,1B,79,18.0,34.0,0.0,0,0.227,5.0,2.0,2.0,11.0,340,4.304,12.7,27.8,0.013,0.455,0.104,1.0,0.0,10,162,46,45,6,5,13,0,1,8,2,MOC,1,22,10,67,11,4.0,0.0,0.0,10.0,13.5,28.4,22.2,33.3,28.9,15.6,0.151,0.283
2024,675.0,Caneros de los Mochis,607355,Logan Moore,2,C,8,1.0,5.0,1.0,0,0.2,0.0,0.0,0.0,0.0,35,4.375,0.0,25.0,0.0,,0.0,0.0,0.0,0,18,6,6,1,0,4,0,0,1,0,MOC,0,2,0,7,1,0.0,0.0,0.0,,17.1,33.3,0.0,66.7,16.7,16.7,0.25,0.119
2024,675.0,Caneros de los Mochis,587275,Alan Espinoza,2,C,55,10.0,31.0,2.0,0,0.146,1.0,0.0,0.0,10.0,217,3.945,3.6,16.4,0.018,0.222,0.059,1.0,0.0,11,119,30,44,8,0,18,1,0,2,4,MOC,1,9,2,51,7,0.0,0.0,0.0,8.3,13.8,25.2,27.3,50.0,4.5,18.2,0.128,0.172
2024,675.0,Caneros de los Mochis,814188,Jayson Bass,X,X,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,MOC,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2024,675.0,Caneros de los Mochis,694034,Mario Gomez,2,C,1,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,5,5.0,0.0,100.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,MOC,0,1,0,1,0,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0
2024,675.0,Caneros de los Mochis,664583,Beder Gutierrez,7,LF,11,0.0,7.0,0.0,0,0.0,0.0,0.0,1.0,2.0,45,4.091,0.0,27.3,0.0,,0.0,0.0,0.0,2,25,9,8,1,0,5,0,0,0,0,MOC,0,3,0,11,0,0.0,0.0,0.0,0.0,20.0,36.0,25.0,62.5,0.0,12.5,0.273,0.0
2024,675.0,Caneros de los Mochis,829274,Damian Mora,X,X,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,MOC,0,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024,675.0,Caneros de los Mochis,677977,Edgar Robles,7,LF,1,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,5,5.0,0.0,100.0,0.0,,0.0,0.0,0.0,0,4,3,0,0,0,0,0,0,0,0,MOC,0,1,0,1,0,0.0,0.0,0.0,,60.0,75.0,,,,,1.0,0.0
2024,676.0,Mayos de Navojoa,547375,Sergio Perez,X,X,19,10.0,4.0,0.0,0,0.556,2.0,1.0,0.0,3.0,70,3.684,0.0,42.1,0.053,,0.222,0.0,0.0,0,39,11,10,1,0,3,0,0,2,4,NAV,1,8,0,18,6,1.0,0.0,0.0,inf,15.7,28.2,0.0,70.0,20.0,10.0,0.421,0.433
2024,676.0,Mayos de Navojoa,680396,Joe Stewart,8,CF,50,17.0,13.0,0.0,0,0.429,2.0,0.0,0.0,6.0,170,3.4,8.0,22.0,0.0,0.364,0.043,1.0,0.0,5,73,19,35,2,1,12,0,0,7,8,NAV,0,11,4,46,15,2.0,0.0,0.0,0.0,11.2,26.0,14.3,57.1,22.9,5.7,0.14,0.36
2024,676.0,Mayos de Navojoa,661313,Asael Sanchez,9,RF,74,19.0,20.0,1.0,1,0.404,0.0,0.0,0.0,7.0,275,3.716,13.5,21.6,0.0,0.625,0.0,0.0,0.0,10,110,25,48,4,1,14,0,0,11,8,NAV,0,16,10,62,19,0.0,0.0,1.0,0.0,9.1,22.7,20.8,45.8,25.0,8.3,0.0809999999999999,0.333
2024,676.0,Mayos de Navojoa,694942,Matt McDermott,6,SS,146,51.0,42.0,1.0,3,0.4,11.0,2.0,2.0,17.0,564,3.863,10.3,25.3,0.007,0.405,0.112,2.0,0.0,16,256,79,92,3,9,27,3,0,19,15,NAV,1,37,15,125,37,9.0,1.0,0.0,5.3,14.0,30.9,20.7,45.7,30.4,3.3,0.15,0.367
2024,676.0,Mayos de Navojoa,458501,Luis Alfonso Cruz,3,1B,83,25.0,40.0,2.0,1,0.328,3.0,0.0,0.0,13.0,303,3.651,12.0,14.5,0.012,0.833,0.071,0.0,0.0,9,147,32,61,16,2,14,1,1,9,9,NAV,1,12,10,70,20,2.0,0.0,0.0,10.0,10.6,21.8,16.4,37.7,18.0,27.9,0.0249999999999999,0.343
2024,676.0,Mayos de Navojoa,617918,Marco Chicuate,2,C,52,19.0,32.0,2.0,0,0.27,3.0,4.0,2.0,14.0,179,3.442,1.9,11.5,0.038,0.167,0.156,0.0,0.0,7,96,21,41,4,2,16,4,0,1,7,NAV,2,6,1,45,12,1.0,0.0,0.0,18.2,11.7,21.9,26.8,56.1,7.3,9.8,0.096,0.352
2024,676.0,Mayos de Navojoa,664021,Ciro Norzagaray,X,X,8,2.0,4.0,0.0,0,0.5,0.0,0.0,0.0,0.0,27,3.375,0.0,50.0,0.0,,0.0,0.0,0.0,1,15,5,4,0,0,1,0,0,0,2,NAV,0,4,0,8,2,0.0,0.0,0.0,0.0,18.5,33.3,25.0,75.0,0.0,0.0,0.5,0.237
2024,676.0,Mayos de Navojoa,634739,Miguel Guzman,9,RF,96,24.0,33.0,5.0,1,0.284,3.0,2.0,4.0,26.0,307,3.198,3.1,12.5,0.0,0.25,0.035,1.0,0.0,13,184,44,79,6,2,37,4,0,4,13,NAV,0,12,3,85,21,3.0,0.0,0.0,0.0,14.3,23.9,21.5,63.3,7.6,7.6,0.094,0.26
2024,676.0,Mayos de Navojoa,550492,Luis Juarez,10,DH,115,36.0,50.0,0.0,0,0.267,4.0,0.0,1.0,17.0,423,3.678,6.1,16.5,0.026,0.368,0.093,3.0,0.0,20,223,57,89,14,4,25,6,0,11,9,NAV,3,19,7,108,26,1.0,0.0,0.0,11.5,13.5,25.6,29.2,38.2,16.9,15.7,0.104,0.298
2024,676.0,Mayos de Navojoa,672361,Agustin Ruiz,7,LF,118,29.0,49.0,3.0,2,0.269,5.0,1.0,0.0,20.0,495,4.195,15.3,22.9,0.017,0.667,0.096,2.0,1.0,25,212,68,72,4,5,18,5,0,11,4,NAV,2,27,18,94,20,3.0,0.0,1.0,6.7,13.7,32.1,41.7,30.6,22.2,5.6,0.076,0.306
2024,676.0,Mayos de Navojoa,664009,Brantley Bell,5,3B,80,24.0,44.0,1.0,0,0.232,5.0,2.0,2.0,16.0,295,3.688,7.5,16.3,0.025,0.462,0.127,2.0,0.0,6,132,34,59,9,5,24,3,1,6,5,NAV,2,13,6,71,15,3.0,0.0,0.0,22.2,11.5,25.8,15.3,49.2,18.6,16.9,0.088,0.301
2024,676.0,Mayos de Navojoa,668992,Missael Rivera,4,2B,99,23.0,47.0,1.0,0,0.246,4.0,1.0,5.0,10.0,413,4.172,15.2,16.2,0.01,0.938,0.073,1.0,0.0,17,163,24,67,3,4,26,2,0,10,5,NAV,1,16,15,82,17,3.0,0.0,0.0,5.3,5.8,14.7,28.4,46.3,20.9,4.5,0.01,0.308
2024,676.0,Mayos de Navojoa,656252,Bobby Bradley,3,1B,32,9.0,14.0,0.0,0,0.286,2.0,0.0,1.0,5.0,133,4.156,21.9,31.3,0.031,0.7,0.16,0.0,0.0,1,51,19,15,0,1,8,2,0,0,3,NAV,1,10,7,25,5,1.0,0.0,0.0,33.3,14.3,37.3,20.0,73.3,6.7,0.0,0.094,0.363
